DATE,GBRT Fixed_ret_Long,GBRT Fixed_ret_Short,GBRT Fixed_ret_LS,Market
2005-01-31,-0.017611272633075714,-0.03598422557115555,0.018372952938079834,-0.029962111078202725
2005-02-28,0.030669769272208214,0.01610478013753891,0.014564989134669304,0.01594249865738675
2005-03-31,-0.046970877796411514,-0.013760585337877274,-0.03321029245853424,-0.03387758918106556
2005-04-29,-0.06370566040277481,-0.03846897929906845,-0.02523668110370636,-0.04698668457567692
2005-05-31,0.05277333781123161,0.04139600694179535,0.011377330869436264,0.042164620757102964
2005-06-30,0.04451043903827667,0.016382532194256783,0.02812790684401989,0.030574551783502102
2005-07-29,0.0788755714893341,0.05283898115158081,0.026036590337753296,0.05712321102619171
2005-08-31,0.002302041742950678,-0.031885188072919846,0.03418722981587052,-0.008583208819618448
2005-09-30,0.03054768219590187,-0.008682145737111568,0.03922982793301344,0.009747480999794788
2005-10-31,-0.05621397867798805,-0.03191967308521271,-0.024294305592775345,-0.034864161349833014
2005-11-30,0.03086031787097454,0.036404963582754135,-0.005544645711779594,0.033110267110168935
2005-12-30,0.008778568357229233,0.017061710357666016,-0.008283142000436783,0.012075908982660621
2006-01-31,0.11961106956005096,0.06868796050548553,0.05092310905456543,0.07400975823402405
2006-02-28,-0.003611583262681961,0.00047041469952091575,-0.004081997962202877,0.003630454163067043
2006-03-31,0.04915563017129898,0.03636878728866577,0.01278684288263321,0.035497401375323534
2006-04-28,0.020326172932982445,0.0048303138464689255,0.01549585908651352,0.008305097722040956
2006-05-31,-0.07844015210866928,-0.03495704010128975,-0.04348311200737953,-0.044828641973435876
2006-06-30,-0.015534118749201298,-0.01857062615454197,0.0030365074053406715,-0.009415186115074903
2006-07-31,-0.04391734302043915,-0.03198815509676933,-0.011929187923669815,-0.022854786831885576
2006-08-31,0.0389309823513031,0.022496888414025307,0.016434093937277794,0.02442053463310003
2006-09-29,0.004379336256533861,-0.002082198392599821,0.006461534649133682,0.008052576752379536
2006-10-31,0.056935638189315796,0.04812680929899216,0.008808828890323639,0.044657562114298346
2006-11-30,0.03281331807374954,0.03233373910188675,0.00047957897186279297,0.02906702123582363
2006-12-29,0.0216970294713974,-0.004227085504680872,0.025924114976078272,0.013543380191549659
2007-01-31,0.0314645990729332,0.02302437089383602,0.008440228179097176,0.02104587098583579
2007-02-28,0.0023304433561861515,-0.0029271752573549747,0.005257618613541126,0.0008015132450964301
2007-03-30,-0.001109448610804975,-0.0026656591799110174,0.0015562105691060424,0.005853291845414788
2007-04-30,0.028733910992741585,0.021651828661561012,0.0070820823311805725,0.025335744395852088
2007-05-31,0.018442202359437943,0.01928257942199707,-0.0008403770625591278,0.02245959616266191
2007-06-29,-0.00019431438704486936,-0.007233277428895235,0.007038963041850366,-0.00853340709436452
2007-07-31,-0.046763740479946136,-0.054304465651512146,0.0075407251715660095,-0.044199253618717196
2007-08-31,-0.01694333367049694,-0.02085806243121624,0.003914728760719299,-0.012912855483591557
2007-09-28,0.04058319330215454,0.006629423703998327,0.033953769598156214,0.023624542774632572
2007-10-31,0.023661715909838676,0.00880688987672329,0.014854826033115387,0.015764478035271166
2007-11-30,-0.10100935399532318,-0.08986476808786392,-0.011144585907459259,-0.0786033533513546
2007-12-31,-0.0082547040656209,-0.029421044513583183,0.021166340447962284,-0.01216400827106554
2008-01-31,-0.048364292830228806,-0.052315860986709595,0.003951568156480789,-0.046700486727058885
2008-02-29,0.0152254244312644,-0.06190360710024834,0.07712903153151274,-0.0233547474257648
2008-03-31,-0.04861406609416008,-0.025124212726950645,-0.023489853367209435,-0.026240071980282664
2008-04-30,0.02689937874674797,0.01846439763903618,0.008434981107711792,0.029696826077997684
2008-05-30,0.035251546651124954,0.03103136084973812,0.004220185801386833,0.030685067549347876
2008-06-30,-0.04894183576107025,-0.11499977856874466,0.06605794280767441,-0.08871992453932762
2008-07-31,-0.00991787202656269,-0.012225051410496235,0.002307179383933544,-0.002970637868565973
2008-08-29,0.002254884922876954,0.009563419036567211,-0.007308534113690257,0.01277658143080771
2008-09-30,-0.15495383739471436,-0.12169578671455383,-0.03325805068016052,-0.12146394401788711
2008-10-31,-0.21724335849285126,-0.2351287305355072,0.017885372042655945,-0.21049430072307587
2008-11-28,-0.14161385595798492,-0.19268950819969177,0.05107565224170685,-0.1388202577829361
2008-12-31,0.02981708012521267,0.0372411347925663,-0.00742405466735363,0.03839510548859835
2009-01-30,0.018642140552401543,-0.0036198750603944063,0.02226201561279595,-0.024108779919333755
2009-02-27,-0.13478387892246246,-0.14225730299949646,0.007473424077033997,-0.11364497169852257
2009-03-31,0.15115986764431,0.14891573786735535,0.002244129776954651,0.10631280913949012
2009-04-30,0.1741372048854828,0.35270461440086365,-0.17856740951538086,0.19999524727463722
2009-05-29,0.12065786123275757,0.14479772746562958,-0.02413986623287201,0.1002752099186182
2009-06-30,0.03880520164966583,0.027862610295414925,0.010942591354250908,0.023317389748990537
2009-07-31,0.08866436034440994,0.09530387818813324,-0.006639517843723297,0.08507802113890647
2009-08-31,0.059247422963380814,0.09659795463085175,-0.03735053166747093,0.05509307514876127
2009-09-30,0.07096128910779953,0.0910358726978302,-0.02007458359003067,0.07241559661924839
2009-10-30,-0.04381738230586052,-0.09233741462230682,0.048520032316446304,-0.05507970750331879
2009-11-30,0.040590763092041016,0.013599041849374771,0.026991721242666245,0.025261187995783984
2009-12-31,0.06496740132570267,0.05989819020032883,0.00506921112537384,0.055658691003918646
2010-01-29,-0.0017733634449541569,-0.007284567225724459,0.005511203780770302,-0.011531879357062281
2010-02-26,0.053151268512010574,0.009988668374717236,0.04316260013729334,0.0348062745295465
2010-03-31,0.0678502544760704,0.06950584053993225,-0.001655586063861847,0.06970699243247509
2010-04-30,0.09410426765680313,0.06509169191122055,0.02901257574558258,0.061458682641386986
2010-05-28,-0.09722555428743362,-0.10127367824316025,0.0040481239557266235,-0.08033224195241928
2010-06-30,-0.08350780606269836,-0.06277788430452347,-0.020729921758174896,-0.06065900297835469
2010-07-30,0.08593231439590454,0.04160776734352112,0.04432454705238342,0.05871293991804123
2010-08-31,-0.05991216003894806,-0.06766302138566971,0.007750861346721649,-0.05325325969606638
2010-09-30,0.14168870449066162,0.10052043199539185,0.041168272495269775,0.09864484518766403
2010-10-29,0.05589226260781288,0.039977338165044785,0.015914924442768097,0.041165112517774105
2010-11-30,0.017571527510881424,0.008181233890354633,0.00939029362052679,0.012186364317312837
2010-12-31,0.09665060043334961,0.0805809497833252,0.016069650650024414,0.07013365179300309
2011-01-31,0.024515725672245026,0.010511243715882301,0.014004481956362724,0.012718997267074882
2011-02-28,0.05015167221426964,0.036265719681978226,0.013885952532291412,0.03671587724238634
2011-03-31,0.0036083932500332594,0.012592829763889313,-0.008984436513856053,0.007637877762317657
2011-04-29,0.005237897392362356,0.010688533075153828,-0.0054506356827914715,0.016872012382373215
2011-05-31,-0.03714442625641823,-0.011483137495815754,-0.025661288760602474,-0.02014067806303501
2011-06-30,-0.03915562853217125,-0.0277413222938776,-0.011414306238293648,-0.027439606748521327
2011-07-29,-0.0042501166462898254,-0.03267369791865349,0.028423581272363663,-0.025378193706274033
2011-08-31,-0.10051677376031876,-0.09883016347885132,-0.0016866102814674377,-0.08117873556911945
2011-09-30,-0.1418904811143875,-0.10393176972866058,-0.03795871138572693,-0.10623214915394782
2011-10-31,0.14497539401054382,0.12421797215938568,0.020757421851158142,0.11084297075867652
2011-11-30,-0.024797528982162476,-0.033407457172870636,0.00860992819070816,-0.02334144045598805
2011-12-30,0.006687130779027939,-0.02998022921383381,0.03666735999286175,-0.0036201228620484473
2012-01-31,0.10094364732503891,0.09268372505903244,0.00825992226600647,0.08995661661028861
2012-02-29,0.030897343531250954,0.03167551010847092,-0.0007781665772199631,0.03605962172150612
2012-03-30,0.022030239924788475,0.005102406721562147,0.016927833203226328,0.019759678782429548
2012-04-30,-0.010169042274355888,-0.0329141803085804,0.02274513803422451,-0.01197783900424838
2012-05-31,-0.06088513508439064,-0.09771447628736496,0.03682934120297432,-0.07286318708211184
2012-06-29,0.030337153002619743,0.039054978638887405,-0.008717825636267662,0.034868006408214566
2012-07-31,0.0020274140406399965,-0.031395748257637024,0.03342316229827702,-0.006632771145086735
2012-08-31,0.025383198633790016,0.03404524177312851,-0.008662043139338493,0.025621455721557142
2012-09-28,0.04263050854206085,0.04998639598488808,-0.007355887442827225,0.035443264991045
2012-10-31,-0.008977219462394714,-0.031643133610486984,0.02266591414809227,-0.0170493024867028
2012-11-30,-0.004261735826730728,0.012759950943291187,-0.017021686770021915,0.0003502034116536379
2012-12-31,0.021511832252144814,0.0374717153608799,-0.015959883108735085,0.02117872000671923
2013-01-31,0.08671137690544128,0.06294749677181244,0.023763880133628845,0.06862466782331467
2013-02-28,-0.0016384852351620793,-0.0025332968216389418,0.0008948115864768624,0.0033385937127604847
2013-03-28,0.035579148679971695,0.028733031824231148,0.006846116855740547,0.03396032527089119
2013-04-30,0.0028622557874768972,0.0012721334351226687,0.0015901223523542285,1.019782794173807e-05
2013-05-31,0.026408622041344643,0.04587353765964508,-0.019464915618300438,0.027903190423967317
2013-06-28,-0.017914365977048874,-0.022694163024425507,0.004779797047376633,-0.010535337287001312
2013-07-31,0.07791253924369812,0.06577038019895554,0.012142159044742584,0.057025074237026276
2013-08-30,-0.013801882974803448,-0.022321714088320732,0.008519831113517284,-0.01946209082379937
2013-09-30,0.06554977595806122,0.049186162650585175,0.016363613307476044,0.053002653270959856
2013-10-31,0.031671151518821716,0.03259455785155296,-0.000923406332731247,0.02557286135852337
2013-11-29,0.047545112669467926,0.02092033065855503,0.026624782010912895,0.02640577249112539
2013-12-31,0.03449177369475365,0.013974382542073727,0.02051739115267992,0.026382149290293457
2014-01-31,0.010133333504199982,-0.029701167717576027,0.03983450122177601,-0.0005494272452779114
2014-02-28,0.04582855477929115,0.039908066391944885,0.005920488387346268,0.04560233540832996
2014-03-31,-0.008251721039414406,-0.005449790041893721,-0.002801930997520685,-0.0012882392678875477
2014-04-30,-0.05049658566713333,-0.011680682189762592,-0.03881590347737074,-0.02777515146881342
2014-05-30,0.006551874335855246,0.0003101608017459512,0.006241713534109294,0.00481985661899671
2014-06-30,0.0616525299847126,0.028206603601574898,0.0334459263831377,0.04247966948896646
2014-07-31,-0.04841504618525505,-0.05045939236879349,0.002044346183538437,-0.041417244076728824
2014-08-29,0.04340628534555435,0.01102407556027174,0.03238220978528261,0.03490894204005599
2014-09-30,-0.06763862073421478,-0.049741100519895554,-0.01789752021431923,-0.049183805286884305
2014-10-31,-0.036617763340473175,0.01749598979949951,-0.05411375313997269,0.014909669617190957
2014-11-28,-0.02956206351518631,-0.01449623517692089,-0.015065828338265419,-0.00388084416044876
2014-12-31,-0.04029896855354309,0.01340579241514206,-0.05370476096868515,-0.0009679653565399348
2015-01-30,-0.02961680479347706,-0.02652825228869915,-0.0030885525047779083,-0.022439253376796843
2015-02-27,0.07416608184576035,0.05322696641087532,0.020939115434885025,0.05617404319345951
2015-03-31,-0.010265666991472244,-0.025999484583735466,0.015733817592263222,-0.00500038723112084
2015-04-30,0.0255950428545475,0.019999219104647636,0.005595823749899864,0.00978548543935176
2015-05-29,0.018206698819994926,-0.02892436645925045,0.04713106527924538,0.003724568127654493
2015-06-30,-0.02665199153125286,-0.017159054055809975,-0.009492937475442886,-0.013321999041363598
2015-07-31,-0.05637223646044731,-0.051245059818029404,-0.005127176642417908,-0.03149473546072841
2015-08-31,-0.029973836615681648,-0.0644318014383316,0.034457964822649956,-0.052018928714096545
2015-09-30,-0.054929930716753006,-0.08319006860256195,0.028260137885808945,-0.05602581687271595
2015-10-30,0.07107419520616531,0.03223618119955063,0.038838014006614685,0.0528981052339077
2015-11-30,0.03252550587058067,-2.5580060537322424e-05,0.032551085931117996,0.005814584757354168
2015-12-31,-0.06347823888063431,-0.05306651070713997,-0.010411728173494339,-0.041055117012001575
2016-01-29,-0.09435048699378967,-0.13439981639385223,0.04004932940006256,-0.08462681248784065
2016-02-29,-0.01529419794678688,0.02056954987347126,-0.03586374782025814,0.005352916731499136
2016-03-31,0.07980598509311676,0.08521776646375656,-0.005411781370639801,0.08006501756608486
2016-04-29,0.048185620456933975,0.10358782857656479,-0.055402208119630814,0.04221054734662175
2016-05-31,0.0007054965826682746,-0.032527875155210495,0.03323337173787877,-0.0024394245177973063
2016-06-30,0.02656468003988266,-0.007024738937616348,0.03358941897749901,0.0020134423626586794
2016-07-29,0.06131531670689583,0.053372759371995926,0.007942557334899902,0.051428943127393725
2016-08-31,-0.009066344238817692,0.017111945897340775,-0.026178290136158466,0.013776326342485845
2016-09-30,0.021969666704535484,0.017803728580474854,0.004165938124060631,0.013934357929974795
2016-10-31,-0.06373721361160278,-0.06795281171798706,0.004215598106384277,-0.04650107808411121
2016-11-30,0.07841621339321136,0.05953259766101837,0.018883615732192993,0.0584785882383585
2016-12-30,-0.0018735852790996432,0.0014010232407599688,-0.003274608519859612,0.016062655334826557
2017-01-31,0.06106200069189072,0.00450447853654623,0.056557522155344486,0.02512384159490466
2017-02-28,-0.010513531044125557,0.025402793660759926,-0.03591632470488548,0.016140494029968977
2017-03-31,-0.003789854934439063,0.0064301760867238045,-0.010220031021162868,0.005614156532101333
2017-04-28,-0.03264438360929489,-0.013212613761425018,-0.019431769847869873,0.0018257243325933814
2017-05-31,-0.04630504548549652,-0.017127053812146187,-0.029177991673350334,-0.016942941513843835
2017-06-30,0.03915323689579964,0.017098240554332733,0.022054996341466904,0.023789441119879483
2017-07-31,0.012908740900456905,-0.016037333756685257,0.028946074657142162,0.006325001816730946
2017-08-31,-0.020661259070038795,-0.028187943622469902,0.007526684552431107,-0.012113897265226114
2017-09-29,0.06181450933218002,0.070665642619133,-0.008851133286952972,0.05058009587228298
2017-10-31,0.005917034111917019,-0.022713692858815193,0.028630726970732212,-0.001043874692550162
2017-11-30,0.011725804768502712,0.0370953306555748,-0.025369525887072086,0.020465922076255083
2017-12-29,0.023214496672153473,0.007909120060503483,0.01530537661164999,0.011609169340226799
2018-01-31,0.04636877775192261,0.017545072361826897,0.02882370539009571,0.02689178162254393
2018-02-28,-0.05841083824634552,-0.0545654222369194,-0.003845416009426117,-0.04230076856911182
2018-03-29,-0.014191895723342896,0.0067178597673773766,-0.020909755490720272,0.000570426502963528
2018-04-30,0.012836169451475143,0.011433498933911324,0.0014026705175638199,0.008256546780467033
2018-05-31,0.04666149616241455,0.0419127456843853,0.004748750478029251,0.037640231847763064
2018-06-29,-0.01611056551337242,0.007310779765248299,-0.02342134527862072,0.0022229015652555973
2018-07-31,-0.0022942372597754,0.006754946429282427,-0.009049183689057827,0.003855910082347691
2018-08-31,0.014850180596113205,0.012566895224153996,0.0022832853719592094,0.02194236945360899
2018-09-28,-0.017788242548704147,-0.015412873588502407,-0.0023753689602017403,-0.015387110924348236
2018-10-31,-0.0970386266708374,-0.10118547827005386,0.004146851599216461,-0.09211010038852692
2018-11-30,-0.04723900184035301,0.0016106812981888652,-0.04884968313854188,-0.0026863546678214333
2018-12-31,-0.13470542430877686,-0.14022047817707062,0.005515053868293762,-0.11242608577013016
2019-01-31,0.17280377447605133,0.13613516092300415,0.03666861355304718,0.1263136126101017
2019-02-28,0.043969739228487015,0.04407240450382233,-0.00010266527533531189,0.04201210103929043
2019-03-29,-0.003976078703999519,-0.021902941167354584,0.017926862463355064,-0.00883916118182242
2019-04-30,0.005753034725785255,0.01606067456305027,-0.010307639837265015,0.019053790625184773
2019-05-31,-0.08121224492788315,-0.10648481547832489,0.025272570550441742,-0.07276443857699633
2019-06-28,0.04412517696619034,0.03252766653895378,0.011597510427236557,0.04694823436439037
2019-07-31,-0.017496012151241302,-0.011928136460483074,-0.005567875690758228,-0.007345019117929041
2019-08-30,-0.04908457025885582,-0.06464699655771255,0.015562426298856735,-0.04679445810616016
2019-09-30,0.01019519567489624,0.035349514335393906,-0.025154318660497665,0.01704681266564876
2019-10-31,0.005437868181616068,-0.007580232806503773,0.01301810098811984,0.0017490109501522965
2019-11-29,0.0048295301385223866,0.03011927753686905,-0.025289747398346663,0.026471385592594744
2019-12-31,0.0819362923502922,0.02634170837700367,0.055594583973288536,0.04393170345574617
2020-01-31,-0.012912419624626637,-0.05605114996433258,0.043138730339705944,-0.02005562826379901
2020-02-28,-0.10513221472501755,-0.062456510961055756,-0.04267570376396179,-0.07885937951505184
2020-03-31,-0.25655820965766907,-0.2447364628314972,-0.011821746826171875,-0.2271765872836113
2020-04-30,0.31392818689346313,0.12774765491485596,0.18618053197860718,0.16432855352759362
2020-05-29,0.05531574413180351,0.06118765100836754,-0.005871906876564026,0.06439434662461281
2020-06-30,0.11257686465978622,0.05767599493265152,0.054900869727134705,0.057995076104998586
2020-07-31,0.05239078029990196,0.02391105890274048,0.028479721397161484,0.0361451493576169
2020-08-31,0.021254438906908035,0.05773407220840454,-0.036479633301496506,0.03693951182067394
2020-09-30,-0.027814753353595734,-0.046297188848257065,0.01848243549466133,-0.031974020041525365
2020-10-30,-0.010664421133697033,0.0019726045429706573,-0.01263702567666769,0.0006202971097081899
2020-11-30,0.19902166724205017,0.250221848487854,-0.05120018124580383,0.18572078943252562
2020-12-31,0.07786501944065094,0.08730165660381317,-0.009436637163162231,0.07371358871459961
2021-01-29,0.1624227613210678,0.11785506457090378,0.04456769675016403,0.07491896338760853
2021-02-26,0.07198277115821838,0.0942235141992569,-0.022240743041038513,0.07283521592617034
2021-03-31,-0.02264140360057354,-0.003320124465972185,-0.019321279134601355,0.006969154579564929
2021-04-30,-0.01866939291357994,-0.028585728257894516,0.009916335344314575,0.010628256248310208
2021-05-28,0.02164079248905182,-0.0023294619750231504,0.02397025446407497,0.010457057994790376
2021-06-30,0.03325191140174866,0.034812215715646744,-0.0015603043138980865,0.02153086573816836
2021-07-30,-0.06096411123871803,-0.09757588058710098,0.03661176934838295,-0.04246551226824522
2021-08-31,0.02585235983133316,0.019382504746317863,0.006469855085015297,0.017046150751411915
2021-09-30,-0.03324861451983452,-0.048144154250621796,0.014895539730787277,-0.03125724708661437
2021-10-29,0.02720816433429718,-0.018180180341005325,0.045388344675302505,0.02173716211691499
2021-11-30,-0.08394318073987961,-0.09221344441175461,0.008270263671875,-0.05453166365623474
